"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPeek","avgt",1,3,0.963481,0.125735,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPeek","avgt",1,3,0.957813,0.535153,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPeek","avgt",1,3,0.947829,0.253121,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPeek","avgt",1,3,0.976751,0.280173,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPoll","avgt",1,3,0.738308,0.032156,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPoll","avgt",1,3,0.754056,0.121658,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPoll","avgt",1,3,0.751034,0.090347,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPoll","avgt",1,3,2.179381,3.181336,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPoll","avgt",1,3,0.785548,0.467055,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPoll","avgt",1,3,0.786617,0.385987,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPoll","avgt",1,3,0.775181,0.068525,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPoll","avgt",1,3,0.793252,0.116781,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPoll","avgt",1,3,0.793838,0.471420,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPoll","avgt",1,3,0.785067,0.071843,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveAll","avgt",1,3,520512.608964,30504.221976,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveAll","avgt",1,3,1118820.523428,28846.888994,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveAll","avgt",1,3,1619552.396272,24421.717359,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveAll","avgt",1,3,2262124.710992,319619.684515,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveAll","avgt",1,3,2804512.388116,1210313.729979,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveAll","avgt",1,3,3288496.755411,106519.989209,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveAll","avgt",1,3,4004254.855828,980752.158092,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveAll","avgt",1,3,4667664.927597,197404.988052,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveAll","avgt",1,3,5192286.000000,121272.142527,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveAll","avgt",1,3,5188345.666351,333784.241926,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveObject","avgt",1,3,2.290106,0.032279,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveObject","avgt",1,3,2.491466,0.039404,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveObject","avgt",1,3,3.109572,0.271437,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveObject","avgt",1,3,4.658884,0.901516,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveObject","avgt",1,3,19.744470,12.031800,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveObject","avgt",1,3,14394.838328,9315.598437,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveObject","avgt",1,3,18876.882783,7963.976410,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveObject","avgt",1,3,21514.041578,17955.789076,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveObject","avgt",1,3,23337.605665,19029.489783,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRemoveObject","avgt",1,3,27361.711982,52656.655820,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRetainAll","avgt",1,3,522103.258480,8362.577214,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRetainAll","avgt",1,3,1102306.961898,9993.888387,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRetainAll","avgt",1,3,1622061.020864,16393.127766,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRetainAll","avgt",1,3,2275466.956863,189773.595337,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRetainAll","avgt",1,3,2760675.653522,1986882.308929,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRetainAll","avgt",1,3,3262370.733322,497935.670313,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRetainAll","avgt",1,3,3891304.878970,148399.914568,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRetainAll","avgt",1,3,4540568.025606,185608.428219,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRetainAll","avgt",1,3,5269709.055556,325661.255835,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testRetainAll","avgt",1,3,5268904.371528,60119.440176,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testSize","avgt",1,3,0.736251,0.057856,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testSize","avgt",1,3,0.734554,0.007515,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testSize","avgt",1,3,0.746477,0.281365,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testSize","avgt",1,3,0.735017,0.010551,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testSize","avgt",1,3,0.738047,0.095663,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testSize","avgt",1,3,0.734663,0.007044,"ns/op",60000
